	Число избирателей, включенных в список избирателей	Число избирательных бюллетеней, полученных участковой избирательной комиссией	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	Число погашенных избирательных бюллетеней	Число избирательных бюллетеней в переносных ящиках для голосования	Число бюллетеней в стационарных ящиках для голосования	Число недействительных избирательных бюллетеней	Число действительных избирательных бюллетеней	Число полученных открепительных  удостоверений	Число открепительных удостоверений, выданных избирателям на избирательном участке	Число избирателей, проголосовавших по открепительным удостоверениям	Число неиспользованных открепительных удостоверений	Число открепительных удостоверений, выданных избирателям ТИК	Число утраченных открепительных удостоверений	Число утраченных избирательных бюллетеней	Число избирательных бюллетеней, не учтенных при получении	Жириновский Владимир Вольфович	Зюганов Геннадий Андреевич	Миронов Сергей Михайлович	Прохоров Михаил Дмитриевич	Путин Владимир Владимирович
УИК №2631	2246	2000	0	1390	79	531	79	1386	29	1436	50	46	86	4	3	0	0	0	72	257	86	425	596
УИК №2632	2141	2000	0	1020	64	916	64	1017	22	1059	60	45	23	15	4	0	0	0	59	187	51	279	483
УИК №263	2264	2200	0	1443	33	724	33	1440	32	1441	60	55	57	5	1	0	0	0	64	302	91	439	545
УИК №2633	2779	2500	0	1626	48	826	48	1624	30	1642	50	46	40	4	0	0	0	0	74	350	102	397	719
УИК №2634	1461	1500	0	875	7	618	7	875	11	871	40	27	126	13	2	0	0	0	53	144	27	195	452
УИК №2635	2122	1600	0	1163	45	392	45	1162	27	1180	70	65	39	5	4	0	0	0	56	285	64	350	425
УИК №2636	2529	2200	0	1463	35	702	35	1459	39	1455	60	45	45	15	1	0	0	0	63	276	73	439	604
УИК №2637	2655	2200	0	1367	28	805	28	1362	36	1354	75	56	31	19	2	0	0	0	62	263	55	438	536
УИК №2638	2407	2100	0	1345	37	718	37	1336	28	1345	60	50	51	10	2	0	0	0	82	317	89	293	564
УИК №2639	3848	2200	0	2049	19	132	19	2035	70	1984	40	23	430	17	2	0	0	0	73	352	86	626	847
УИК №2640	2096	1800	0	1136	3	661	3	1135	15	1123	50	43	62	7	0	0	0	0	36	135	24	472	456
УИК №2641	2181	2000	0	1214	14	772	14	1212	25	1201	50	47	63	3	2	0	0	0	63	220	63	421	434
УИК №2642	2272	2000	0	1198	23	779	23	1196	23	1196	70	62	63	8	3	0	0	0	67	179	61	298	591
УИК №264	2469	2250	0	1466	58	726	58	1422	28	1452	55	54	106	1	2	0	0	0	59	316	90	384	603
УИК №2643	2396	2000	0	1377	22	601	22	1372	27	1367	70	63	30	7	4	0	0	0	76	212	63	396	620
УИК №2644	2465	2000	0	1513	14	473	14	1513	30	1497	80	68	66	12	13	0	0	0	72	301	57	415	652
УИК №2645	2610	2200	0	1459	9	732	9	1455	27	1437	60	50	35	10	1	0	0	0	68	284	63	413	609
УИК №2646	2086	1800	0	1240	20	540	20	1220	28	1212	50	40	49	10	9	0	0	0	47	262	47	226	630
УИК №2647	2482	2000	0	1590	24	386	24	1583	24	1583	65	57	76	8	12	0	0	0	63	360	75	340	745
УИК №2648	2111	1800	0	1184	36	580	36	1181	32	1185	55	48	33	7	5	0	0	0	54	262	72	268	529
УИК №2649	1857	1400	0	1038	26	336	26	1037	19	1044	40	31	66	9	1	0	0	0	32	239	58	250	465
УИК №2650	2799	2500	0	1622	34	844	34	1620	39	1615	80	70	30	10	4	0	0	0	77	370	92	365	711
УИК №2651	2288	2000	0	1314	27	659	27	1310	29	1308	65	51	35	14	1	0	0	0	54	258	75	411	510
УИК №2652	2869	2500	0	1740	18	742	18	1731	27	1722	70	61	66	9	0	0	0	0	87	356	80	478	721
УИК №265	2448	2400	0	1429	56	915	56	1425	31	1450	50	50	36	0	1	0	0	0	78	296	83	315	678
УИК №2653	2618	2300	0	1547	25	728	25	1543	16	1552	70	59	41	11	3	0	0	0	87	352	57	379	677
УИК №2654	2129	1800	0	1265	15	520	15	1262	22	1255	70	42	71	28	0	0	0	0	66	303	82	289	515
УИК №2655	1583	1500	0	937	12	551	12	935	27	920	40	34	15	6	2	0	0	0	54	205	56	181	424
УИК №2656	2078	1900	0	1247	43	610	43	1243	26	1260	90	82	27	8	2	0	0	0	71	288	67	322	512
УИК №2657	2005	1800	0	1106	40	654	39	1101	19	1121	45	38	27	7	6	0	0	0	58	230	49	281	503
УИК №2658	2405	2000	0	1346	37	617	37	1341	27	1351	60	42	32	18	1	0	0	0	61	277	84	321	608
УИК №2659	1913	1700	0	1083	27	590	27	1082	15	1094	50	36	37	14	3	0	0	0	52	214	48	245	535
УИК №2660	3022	2500	0	1515	80	905	80	1511	37	1554	70	53	58	17	2	0	0	0	81	319	73	360	721
УИК №2661	3030	2000	0	1569	23	408	23	1565	37	1551	40	35	48	5	0	0	0	0	102	269	76	641	463
УИК №2662	2235	1800	0	1015	71	714	71	1014	12	1073	45	44	52	1	0	0	0	0	65	209	49	141	609
УИК №266	2389	2400	0	1364	57	979	57	1360	27	1390	56	56	27	0	5	0	0	0	101	257	62	280	690
УИК №2663	2778	2400	0	1413	57	930	57	1413	23	1447	62	62	29	0	4	0	0	0	108	269	72	239	759
УИК №2664	2329	2000	0	1268	38	694	38	1268	24	1282	55	43	38	12	0	0	0	0	112	249	65	205	651
УИК №2665	2722	2300	0	1418	64	818	64	1413	29	1448	65	63	88	2	0	0	0	0	101	231	66	272	778
УИК №2666	2350	2000	0	1240	45	715	45	1238	19	1264	50	49	51	1	1	0	0	0	84	251	73	202	654
УИК №2667	2379	2000	0	1258	39	703	39	1255	20	1274	60	57	36	3	1	0	0	0	76	231	80	216	671
УИК №2668	2414	2000	0	1206	16	778	16	1203	31	1188	45	45	40	0	3	0	0	0	110	214	46	196	622
УИК №2669	2453	2000	0	1272	44	684	44	1272	40	1276	35	35	41	0	1	0	0	0	110	252	64	199	651
УИК №2670	2723	2400	0	1444	39	917	39	1444	40	1443	56	56	24	0	1	0	0	0	125	241	60	214	803
УИК №2671	2915	2600	0	1364	50	1186	50	1362	33	1379	74	73	38	1	0	0	0	0	121	235	73	241	709
УИК №2672	2760	2500	0	1341	65	1094	65	1341	8	1398	55	52	26	3	0	0	0	0	104	247	74	224	749
УИК №267	2629	2600	0	1404	42	1154	42	1402	20	1424	56	56	25	0	0	0	0	0	104	252	65	287	716
УИК №2673	2659	2400	0	1203	61	1136	61	1203	22	1242	55	53	15	2	4	0	0	0	73	269	63	235	602
УИК №2674	1750	1400	0	805	60	535	60	803	15	848	45	42	53	3	1	0	0	0	59	160	39	120	470
УИК №2675	2316	2000	0	1279	22	699	22	1279	20	1281	48	48	56	0	0	0	0	0	85	219	56	243	678
УИК №2676	2657	2400	0	1542	43	815	43	1539	26	1556	67	62	17	5	5	0	0	0	104	363	89	253	747
УИК №2677	2544	2300	0	1351	40	909	40	1347	27	1360	45	44	19	1	4	0	0	0	114	224	60	217	745
УИК №2678	2796	2300	0	1369	124	807	124	1369	30	1463	54	51	71	3	0	0	0	0	115	268	64	257	759
УИК №2679	2795	2500	0	1593	20	887	20	1590	53	1557	67	67	36	0	3	0	0	0	102	287	70	304	794
УИК №2680	2552	2200	0	1443	23	734	23	1441	21	1443	50	47	26	3	1	0	0	0	96	312	77	219	739
УИК №2681	2387	2100	0	1278	23	799	23	1274	23	1274	70	63	26	7	1	0	0	0	103	281	58	183	649
УИК №2682	2418	2100	0	1294	25	781	25	1294	18	1301	59	56	24	3	1	0	0	0	80	297	71	185	668
УИК №268	2411	2400	0	1292	62	1046	62	1288	30	1320	50	50	51	0	2	0	0	0	91	280	81	211	657
УИК №2683	2428	2100	0	1374	35	691	35	1373	36	1372	55	55	47	0	1	0	0	0	108	234	74	195	761
УИК №2684	2745	2400	0	1524	20	856	20	1458	29	1449	65	65	56	0	1	0	0	0	93	269	41	246	800
УИК №2685	1635	1300	0	896	25	379	25	894	18	901	37	34	16	3	1	0	0	0	38	221	51	158	433
УИК №2686	2781	2400	0	1488	32	880	32	1488	20	1500	52	48	25	4	4	0	0	0	74	250	59	318	799
УИК №2687	2440	2100	0	1218	69	813	69	1218	22	1265	56	56	42	0	0	0	0	0	96	237	81	207	644
УИК №2688	2410	2100	0	1167	48	885	48	1167	22	1193	55	55	15	0	2	0	0	0	82	255	57	202	597
УИК №2689	2299	2200	0	1296	10	894	10	1289	20	1279	61	56	19	5	5	0	0	0	76	231	63	389	520
УИК №2690	1919	1800	0	1108	7	685	7	1043	24	1026	40	32	22	8	0	0	0	0	47	164	47	394	374
УИК №2691	2207	2000	0	1410	3	587	3	1410	20	1393	50	49	26	1	1	0	0	0	70	244	80	361	638
УИК №2692	1598	1600	0	964	9	627	9	963	14	958	60	47	8	13	0	0	0	0	52	222	49	218	417
УИК №269	2274	2300	0	1412	64	824	64	1348	34	1378	50	50	124	0	0	0	0	0	91	252	80	231	724
УИК №2693	2577	2500	0	1629	31	840	31	1629	29	1631	55	46	44	9	1	0	0	0	75	402	72	407	675
УИК №2694	1802	1700	0	1032	22	646	22	1030	22	1030	40	36	43	4	0	0	0	0	43	194	49	249	495
УИК №2695	2596	2500	0	1509	41	950	41	1503	37	1507	54	49	18	5	0	0	0	0	66	336	100	378	627
УИК №2696	1930	1800	0	1172	6	622	6	1171	20	1157	53	53	47	0	0	0	0	0	45	212	40	419	441
УИК №2697	2065	2000	0	1151	27	822	27	1147	21	1153	45	44	18	1	1	0	0	0	54	281	59	248	511
УИК №2698	2821	2300	0	1568	12	720	12	1556	35	1533	41	39	65	2	3	0	0	0	68	260	90	294	821
УИК №2699	2377	2200	0	1408	39	753	39	1402	33	1408	56	44	35	12	0	0	0	0	43	321	90	411	543
УИК №2700	2278	2100	0	1360	27	713	27	1360	37	1350	40	33	26	7	1	0	0	0	32	267	70	276	705
УИК №2701	1888	1800	0	1080	26	720	26	1054	19	1061	20	20	35	0	0	0	0	26	35	253	43	298	432
УИК №2702	1836	1700	0	1094	33	573	33	1092	21	1104	26	24	56	2	0	0	0	0	48	271	78	288	419
УИК №270	2353	2300	0	1280	63	957	63	1275	22	1316	50	50	39	0	1	0	0	0	96	262	70	213	675
УИК №2703	2357	2200	0	1397	50	732	50	1397	29	1418	50	48	96	2	0	0	21	0	63	297	77	385	596
УИК №2704	2188	2000	0	1275	61	664	61	1271	29	1303	40	38	41	2	1	0	0	0	63	308	79	368	485
УИК №2705	1559	1500	0	925	45	530	45	924	22	947	40	29	12	11	2	0	0	0	34	192	60	347	314
УИК №2706	2772	2700	0	1739	43	918	43	1734	43	1734	62	62	25	0	2	0	0	0	57	331	114	574	658
УИК №2707	1315	1200	0	797	23	380	23	790	26	787	20	20	41	0	0	0	0	0	43	173	60	209	302
УИК №2708	2556	2400	0	1501	55	843	55	1484	28	1511	55	53	61	0	0	2	1	0	69	278	97	495	572
УИК №2709	2049	1600	0	1420	26	154	26	1418	24	1420	30	28	384	2	0	0	0	0	50	293	76	314	687
УИК №2710	1787	1700	0	1111	25	564	25	1108	26	1107	45	37	45	8	2	0	0	0	41	252	48	274	492
УИК №2711	2954	2600	0	2209	11	380	11	2206	38	2179	80	75	87	5	2	0	0	0	109	275	70	399	1326
УИК №271	2133	2100	0	1148	56	896	56	1144	20	1180	50	43	30	7	1	0	0	0	88	208	64	203	617
УИК №2712	2900	2800	0	1981	12	809	12	1970	56	1926	60	60	86	0	1	0	0	2	91	315	98	732	690
УИК №2713	3247	2800	0	1849	11	940	11	1849	31	1829	66	59	45	7	1	0	0	0	83	329	95	682	640
УИК №2714	1793	2700	0	1760	33	907	33	1755	34	1754	50	48	49	2	2	0	0	0	83	414	76	475	706
УИК №2715	2179	2000	0	1342	10	648	10	1338	29	1319	40	39	21	1	0	0	0	0	77	270	77	302	593
УИК №2716	2548	2300	0	1447	15	838	15	1446	28	1433	55	55	34	0	0	0	0	0	69	293	79	398	594
УИК №2717	2542	2400	0	1438	19	943	19	1422	34	1407	55	45	23	10	0	0	0	0	92	318	68	172	757
УИК №2718	2052	1900	0	1200	27	673	27	1200	29	1198	31	28	77	3	0	0	0	0	82	227	75	290	524
УИК №2719	1770	1600	0	1061	3	536	3	1060	25	1038	52	45	33	7	0	0	0	0	28	151	37	410	412
УИК №2720	2252	2000	0	1049	65	886	65	1045	27	1083	50	39	38	11	2	0	0	0	89	221	42	189	542
УИК №2721	2506	2100	0	1307	56	737	56	1299	19	1336	55	49	73	6	0	0	0	0	77	289	57	305	608
УИК №27	2153	1600	0	1537	27	36	27	1513	28	1512	510	510	37	0	8	0	0	0	87	341	68	389	627
УИК №2722	2215	2000	0	1245	77	678	77	1168	12	1233	80	67	36	13	1	0	0	0	98	198	39	275	623
УИК №272	2642	2600	0	1455	33	1112	33	1449	29	1453	56	55	37	1	3	0	0	0	117	262	87	275	712
УИК №2723	1589	1500	0	780	60	660	60	777	13	824	40	39	17	1	0	0	0	0	46	171	44	184	379
УИК №2724	1276	1100	0	724	13	363	13	703	18	698	40	24	34	16	0	0	0	0	39	136	30	189	304
УИК №2725	2352	2000	0	1317	54	629	54	1313	25	1342	66	59	23	7	0	0	0	0	80	284	62	372	544
УИК №2726	2276	2000	0	1301	38	661	38	1260	33	1265	50	40	28	10	3	0	0	0	85	261	61	260	598
УИК №2727	1328	1200	0	767	31	402	31	767	20	778	40	34	12	6	1	0	0	0	40	142	61	214	321
УИК №2728	2242	2000	0	1095	55	850	54	1095	29	1120	50	40	29	10	3	0	0	0	47	162	54	248	609
УИК №2729	2159	2000	0	1240	75	685	75	1164	29	1210	50	42	26	8	0	0	0	0	68	159	45	150	788
УИК №2730	2706	2300	0	1573	50	677	50	1558	25	1583	57	53	26	4	0	0	0	0	95	307	51	279	851
УИК №2731	1656	1500	0	954	33	513	33	953	33	953	39	32	50	7	1	0	0	0	50	162	50	251	440
УИК №2732	2259	2000	0	1291	82	627	82	1288	32	1338	50	35	37	15	1	0	0	0	73	288	61	360	556
УИК №273	2382	2300	0	1321	27	952	27	1317	30	1314	70	70	44	0	12	0	0	0	80	268	55	281	630
УИК №2733	1134	1000	0	609	16	375	16	609	18	607	20	16	36	4	0	0	0	0	43	134	37	162	231
УИК №2734	2541	2200	0	1334	27	839	27	1333	36	1324	65	62	34	3	1	0	0	0	94	231	67	334	598
УИК №2735	2099	1800	0	1097	39	664	39	1091	37	1093	33	30	34	3	0	0	0	0	103	201	68	264	457
УИК №2736	2043	1800	0	1115	83	602	83	1115	24	1174	50	40	39	10	0	0	0	0	41	243	32	220	638
УИК №2737	1073	1000	0	578	20	402	20	578	16	582	30	26	33	4	2	0	0	0	32	137	36	111	266
УИК №2738	443	1300	0	156	8	1136	8	156	2	162	10	1	32	9	0	0	0	0	7	31	5	33	86
УИК №2739	2600	1800	0	1430	27	343	27	1430	37	1420	60	54	59	6	2	0	0	0	80	263	68	420	589
УИК №2740	1831	1600	0	1066	40	494	40	1062	27	1075	50	44	34	6	1	0	0	0	69	214	70	184	538
УИК №2741	2232	1900	0	1176	51	673	51	1171	26	1196	50	40	27	10	1	0	0	0	102	202	72	245	575
УИК №2742	2386	2100	0	1282	48	770	48	1280	24	1304	75	67	23	8	3	0	0	0	61	243	66	241	693
УИК №274	2435	2400	0	1271	43	1086	43	1268	30	1281	65	55	43	10	1	0	0	0	102	225	51	218	685
УИК №2743	2641	2200	0	1470	52	678	52	1467	26	1493	67	59	23	8	0	0	0	0	94	269	86	307	737
УИК №2744	2375	2000	0	1531	68	401	68	1519	25	1562	50	45	50	5	3	0	0	0	43	513	90	394	522
УИК №2745	284	300	0	284	0	16	0	284	0	284	10	1	52	9	0	0	0	0	11	25	11	19	218
УИК №2746	2128	1800	0	1113	41	646	41	1111	34	1118	50	43	30	7	1	0	0	0	71	223	72	271	481
УИК №2747	2034	1700	0	1107	47	546	47	1104	22	1129	50	36	37	14	0	0	0	0	72	264	74	198	521
УИК №2748	2029	1700	0	1111	33	556	33	1111	38	1106	50	38	54	12	2	0	0	0	60	237	69	234	506
УИК №2749	2134	1800	0	1117	42	641	42	1113	26	1129	50	34	56	16	0	0	0	0	75	218	70	238	528
УИК №2750	2608	2200	0	1358	43	799	43	1354	38	1359	70	59	63	11	2	0	0	0	105	261	77	298	618
УИК №2751	2729	2300	0	1487	51	762	51	1483	33	1501	75	62	40	13	0	0	0	0	97	270	83	300	751
УИК №2752	2542	2200	0	1331	41	828	41	1329	29	1341	60	54	38	6	5	0	0	0	105	218	76	297	645
УИК №275	2601	2600	0	1462	23	1115	23	1450	30	1443	110	99	71	11	1	0	0	0	125	330	71	216	701
УИК №2753	2407	2000	0	1355	40	605	40	1352	26	1366	60	56	36	4	3	0	0	0	82	285	67	342	590
УИК №2754	2545	2200	0	1396	54	750	54	1390	30	1414	60	52	24	8	1	0	0	0	83	232	85	421	593
УИК №2755	3008	2500	0	1642	35	823	35	1642	39	1638	90	71	33	19	0	0	0	0	79	342	76	412	729
УИК №2756	2593	2200	0	1427	31	742	31	1422	30	1423	50	46	52	4	1	0	0	0	82	276	81	365	619
УИК №2757	2460	2100	0	1342	73	685	73	1342	36	1379	65	57	40	8	0	0	0	0	70	287	79	362	581
УИК №2758	2102	1800	0	995	32	773	32	993	23	1002	50	35	52	15	0	0	0	0	73	179	57	183	510
УИК №2759	2491	2200	0	1356	44	800	44	1355	16	1383	90	68	29	22	0	0	0	0	100	294	64	292	633
УИК №2760	2689	2300	0	1529	55	716	55	1528	31	1552	60	50	20	10	2	0	0	0	89	294	81	438	650
УИК №2761	2910	2400	0	1700	58	642	58	1694	38	1714	60	53	53	7	0	0	0	0	88	356	79	460	731
УИК №2762	3015	2400	0	1591	40	769	40	1591	36	1595	80	67	51	13	0	0	0	0	79	342	75	416	683
УИК №276	2477	2400	0	1303	40	1057	40	1301	16	1325	50	48	38	2	2	0	0	0	107	240	73	268	637
УИК №2763	2560	2100	0	1326	45	729	45	1325	23	1347	70	61	37	9	2	0	0	0	78	225	70	321	653
УИК №2764	2948	2500	0	1542	48	910	48	1536	29	1555	75	57	40	18	2	0	0	0	84	301	84	401	685
УИК №2765	2692	2200	0	1507	45	648	45	1504	38	1511	150	118	48	32	0	0	0	0	111	261	92	300	747
УИК №2766	2303	2000	0	1228	64	708	64	1223	23	1264	60	52	45	8	0	0	0	0	83	241	80	246	614
УИК №2767	2480	2100	0	1271	59	770	59	1269	19	1309	60	44	51	16	0	0	0	0	94	270	68	240	637
УИК №2768	2674	2300	0	1376	53	871	53	1374	28	1399	70	61	32	9	0	0	0	0	82	320	86	268	643
УИК №2769	2916	2400	0	1463	24	913	24	1463	31	1456	90	78	34	12	0	0	0	0	81	291	59	324	701
УИК №2770	2527	2100	0	1300	49	751	49	1299	13	1335	60	49	51	11	0	0	0	0	113	255	81	228	658
УИК №2771	2738	2100	0	1704	100	296	100	1702	36	1766	80	50	123	30	0	0	0	0	112	261	58	528	807
УИК №2772	2433	1800	0	1395	84	321	84	1390	23	1451	80	49	39	31	0	0	0	0	65	202	40	432	712
УИК №277	2686	2600	0	1525	22	1053	22	1524	24	1522	60	58	37	2	2	0	0	0	109	337	77	300	699
УИК №2773	2498	2000	0	1633	10	357	10	1616	25	1601	80	45	132	35	3	0	0	0	73	239	45	558	686
УИК №2774	2419	1800	0	1429	13	358	13	1428	22	1419	80	33	44	47	2	0	0	0	67	212	60	500	580
УИК №2775	1558	1300	0	908	17	375	17	906	16	907	50	18	61	32	0	0	0	0	43	115	33	313	403
УИК №2776	1528	1200	0	902	14	284	14	900	27	887	50	21	59	29	1	0	0	0	40	113	31	298	405
УИК №2777	2580	1900	0	1538	23	339	23	1532	25	1530	80	54	201	26	2	0	0	0	68	186	52	484	740
УИК №2778	2665	2300	0	1513	70	717	70	1513	19	1564	68	67	34	1	3	0	0	0	126	277	83	330	748
УИК №2779	2572	2200	0	1453	113	634	113	1453	24	1542	54	54	34	0	6	0	0	0	107	301	66	277	791
УИК №2780	1033	900	0	571	20	309	20	571	1	590	38	32	31	6	0	0	0	0	48	134	30	131	247
УИК №2781	1615	1400	0	916	9	475	9	916	19	906	44	40	14	4	2	0	0	0	60	170	39	234	403
УИК №2782	1376	1200	0	836	10	354	10	836	14	832	50	49	37	1	1	0	0	0	39	181	46	209	357
УИК №278	2210	2600	0	1748	31	821	31	1650	60	1621	56	55	60	1	1	0	0	0	145	336	65	317	758
УИК №2783	1469	1200	0	863	4	333	4	863	11	856	45	44	19	1	2	0	0	0	64	147	38	207	400
УИК №2784	2176	1800	0	1246	7	547	7	1242	24	1225	50	43	44	7	3	0	0	0	76	192	37	463	457
УИК №2785	2145	1800	0	1214	23	563	23	1214	19	1218	50	47	29	3	4	0	0	0	73	279	54	276	536
УИК №2786	2797	2400	0	1584	40	776	40	1584	26	1598	70	66	43	4	6	0	0	0	109	288	76	366	759
УИК №2787	2629	2200	0	1471	25	704	25	1471	30	1466	70	70	21	0	7	0	0	0	107	300	77	352	630
УИК №2788	2148	1900	0	1220	32	648	32	1217	26	1223	66	66	29	0	6	0	0	0	88	249	76	291	519
УИК №2789	2167	1800	0	1236	142	422	142	1236	19	1359	57	54	80	3	11	0	0	0	83	263	61	276	676
УИК №2790	2293	1900	0	1419	29	452	29	1363	25	1367	61	58	55	3	7	0	0	0	83	303	56	329	596
УИК №2791	1521	1300	0	881	23	396	23	881	15	889	38	38	26	0	4	0	0	0	55	151	33	292	358
УИК №2792	1494	1200	0	869	15	316	15	869	15	869	33	29	34	4	0	0	0	0	53	178	30	256	352
УИК №279	2905	2600	0	1763	47	790	45	1760	39	1766	50	50	60	0	2	0	0	0	131	339	108	440	748
УИК №2793	1705	1300	0	1182	13	105	13	1084	25	1072	47	45	60	2	1	0	0	0	85	217	47	290	433
УИК №2794	1594	1200	0	1004	11	185	11	1000	19	992	42	40	99	2	1	0	0	0	57	190	26	252	467
УИК №2795	2952	2500	0	1727	23	750	23	1727	23	1727	65	65	71	0	8	0	0	0	168	334	79	339	807
УИК №2796	2883	2400	0	1657	28	715	28	1642	38	1632	79	79	33	0	13	0	0	0	116	329	83	334	770
УИК №2797	2821	2400	0	1717	51	632	51	1694	23	1722	55	55	37	0	4	0	0	0	128	324	62	407	801
УИК №2798	2289	2000	0	1409	52	539	52	1408	21	1439	69	69	33	0	8	0	0	0	103	290	68	264	714
УИК №2799	2664	2300	0	1549	22	729	22	1547	22	1547	72	69	42	3	8	0	0	0	109	305	69	401	663
УИК №2800	2770	2400	0	1603	25	772	25	1603	32	1596	70	69	33	1	4	0	0	0	89	373	79	382	673
УИК №2801	2405	2000	0	1396	42	562	42	1396	17	1421	56	56	42	0	4	0	0	0	116	292	74	271	668
УИК №2802	2656	2300	0	1533	40	727	40	1533	37	1536	65	64	29	1	11	0	0	0	125	291	82	282	756
УИК №280	2531	2500	0	1505	41	954	41	1464	37	1468	50	44	27	6	4	0	0	0	104	278	77	281	728
УИК №2803	2649	2200	0	1402	89	709	89	1400	28	1461	65	64	46	1	4	0	0	0	121	270	88	310	672
УИК №2804	2204	1900	0	1326	24	550	24	1326	16	1334	55	53	33	2	9	0	0	0	124	244	67	205	694
УИК №2805	2571	2200	0	1457	49	694	49	1457	25	1481	60	60	38	0	3	0	0	0	117	330	47	270	717
УИК №2806	2647	2300	0	1520	25	755	25	1520	22	1523	62	60	27	2	14	0	0	0	116	304	78	307	718
УИК №2807	2441	2000	0	1363	27	610	27	1362	30	1359	56	53	45	3	7	0	0	0	95	292	77	238	657
УИК №2808	2524	2100	0	1447	24	629	24	1442	29	1437	52	52	44	0	7	0	0	0	102	293	68	318	656
УИК №2809	1879	1600	0	1068	21	511	21	1067	18	1070	50	42	44	8	2	0	0	0	64	195	61	317	433
УИК №2810	1777	1500	0	1242	18	240	18	1224	27	1215	81	81	29	0	1	0	0	0	89	199	51	328	548
УИК №2811	2923	2500	0	1514	175	811	175	1511	28	1658	61	58	35	3	6	0	0	0	106	338	71	373	770
УИК №2812	2692	2300	0	1583	35	682	35	1583	22	1596	57	55	42	2	7	0	0	0	121	334	76	303	762
УИК №281	2627	2600	0	1427	49	1124	49	1427	25	1451	50	49	29	1	3	0	0	0	91	312	78	236	734
УИК №2813	2274	2000	0	1251	36	713	36	1251	22	1265	54	51	33	3	7	0	0	0	69	247	74	279	596
УИК №2814	2415	2100	0	1392	36	672	36	1358	18	1376	55	54	32	1	2	0	0	0	95	236	74	347	624
УИК №28	1475	1000	0	838	30	132	30	832	12	850	30	30	82	0	0	0	0	0	47	176	46	199	382
УИК №2815	2492	2100	0	1409	29	662	29	1409	16	1422	55	51	41	4	14	0	0	0	118	317	58	239	690
УИК №2816	2601	2200	0	1520	25	655	25	1520	16	1529	55	55	109	0	10	0	0	0	111	316	74	256	772
УИК №2817	2206	1900	0	1195	48	657	48	1193	25	1216	55	54	57	1	10	0	0	0	86	229	72	206	623
УИК №2818	2090	1700	0	1191	55	454	55	1185	26	1214	37	35	44	2	8	0	0	0	63	236	48	234	633
УИК №2819	1911	1600	0	1017	72	511	72	1017	72	1017	45	45	77	0	10	0	0	0	91	159	57	142	568
УИК №2820	2559	2200	0	1447	17	736	17	1447	26	1438	58	56	36	2	5	0	0	0	91	304	68	337	638
УИК №2821	2964	2500	0	1634	33	833	33	1632	20	1645	82	80	33	2	0	0	0	0	117	312	83	388	745
УИК №2822	1484	1300	0	935	17	348	17	935	10	942	50	44	57	6	6	0	0	0	91	165	30	144	512
УИК №282	2705	2700	0	1495	34	1171	34	1495	32	1497	70	66	34	4	3	0	0	0	111	313	83	257	733
УИК №2823	1755	1300	0	1026	11	263	11	1024	10	1025	46	31	84	15	3	0	0	0	56	148	49	247	525
УИК №2824	3090	2400	0	1913	46	441	46	1913	43	1916	65	61	35	4	5	0	0	0	135	337	100	453	891
УИК №2825	2801	2400	0	1610	17	773	17	1610	19	1608	77	76	48	1	7	0	0	0	129	370	80	273	756
УИК №2826	2087	1600	0	1292	44	264	44	1292	37	1299	85	74	33	11	1	0	0	0	137	225	66	273	598
УИК №2827	2803	2300	0	1573	64	663	64	1570	34	1600	60	50	21	10	1	0	0	0	90	337	84	359	730
УИК №2828	2784	2200	0	1700	68	431	68	1697	30	1735	215	202	45	13	2	0	1	0	75	408	97	435	720
УИК №2829	2285	1900	0	1507	71	322	71	1503	21	1553	50	46	17	4	2	0	0	0	116	258	76	259	844
УИК №2830	1905	1500	0	1176	81	243	81	1176	24	1233	57	49	25	8	0	0	0	0	89	214	55	235	640
УИК №2831	2883	2300	0	1960	49	291	49	1953	28	1974	90	81	133	9	0	0	0	0	121	323	93	433	1004
УИК №2832	2419	1900	0	1419	15	466	15	1412	29	1398	90	82	37	8	3	0	0	0	75	327	89	331	576
УИК №283	2440	2400	0	1317	64	1019	64	1301	20	1345	50	50	43	0	1	0	0	0	107	254	57	219	708
УИК №2833	2770	2200	0	1721	51	428	51	1721	46	1726	60	59	68	1	3	0	0	0	131	371	89	251	884
УИК №2834	3074	2300	0	1730	41	529	41	1725	38	1728	90	86	187	4	3	0	0	0	74	329	104	457	764
УИК №2835	1068	1150	0	900	0	250	0	897	21	876	10	5	469	5	0	0	0	0	58	95	22	84	617
УИК №2836	2441	1900	0	1474	67	359	64	1369	37	1396	70	60	46	10	5	0	0	0	81	309	78	302	626
УИК №2837	2132	1600	0	1327	62	211	62	1325	21	1366	70	61	73	9	9	0	0	0	67	224	68	304	703
УИК №2838	2282	1800	0	1329	54	417	54	1326	34	1346	70	60	54	10	9	0	0	0	96	242	79	258	671
УИК №2839	1807	1400	0	1040	53	307	53	1039	21	1071	50	36	38	14	1	0	0	0	68	204	55	173	571
УИК №2840	1741	1400	0	924	10	466	10	924	21	913	65	50	40	15	1	0	0	0	83	139	69	146	476
УИК №2841	2703	2300	0	1507	54	739	54	1505	42	1517	46	45	72	1	1	0	0	0	85	320	91	315	706
